ADDRESS,POSTCODE,CURRENT_ENERGY_RATING,LODGEMENT_DATE,PROPERTY_TYPE,TOTAL_FLOOR_AREA,LOCAL_AUTHORITY_LABEL,full_address,LAT,LON
"152, Squires Gate Lane",FY4 3RQ,E,2016-10-08,House,74.0,Blackpool,"152, Squires Gate Lane, FY4 3RQ, Blackpool, UK",53.7818833,-3.0260114
"87, Preston New Road",FY3 9ND,F,2015-09-11,House,199.0,Blackpool,"87, Preston New Road, FY3 9ND, Blackpool, UK",53.804695,-3.0193443
"1a, Maple Avenue",FY3 9BJ,E,2015-10-11,House,108.0,Blackpool,"1a, Maple Avenue, FY3 9BJ, Blackpool, UK",53.8174843,-3.0350114
"104, Cocker Street",FY1 2EB,E,2017-03-03,House,79.0,Blackpool,"104, Cocker Street, FY1 2EB, Blackpool, UK",53.8245869,-3.0484925
"The Richmond Fellowship, 214 Hornby Road",FY1 4HY,E,2019-11-10,House,273.0,Blackpool,"The Richmond Fellowship, 214 Hornby Road, FY1 4HY, Blackpool, UK",53.8163491,-3.0394203
"19, Johnsville Avenue",FY4 3LN,E,2016-07-10,House,124.0,Blackpool,"19, Johnsville Avenue, FY4 3LN, Blackpool, UK",53.78930870000001,-3.0298319
"71, Faringdon Avenue",FY4 3QJ,E,2016-08-01,House,84.0,Blackpool,"71, Faringdon Avenue, FY4 3QJ, Blackpool, UK",53.7832956,-3.0300378
"29, Handsworth Road",FY1 2RQ,E,2016-05-02,House,108.0,Blackpool,"29, Handsworth Road, FY1 2RQ, Blackpool, UK",53.8277174,-3.0466781
"2, Towneley Avenue",FY4 4AE,E,2016-07-04,House,82.0,Blackpool,"2, Towneley Avenue, FY4 4AE, Blackpool, UK",53.7963276,-3.0292034
"281a, Devonshire Road",FY2 0TN,E,2018-07-02,Flat,61.0,Blackpool,"281a, Devonshire Road, FY2 0TN, Blackpool, UK",53.83282819999999,-3.0407525
"Flat C, 42 Warbreck Hill Road",FY2 9SU,E,2017-03-08,Flat,60.0,Blackpool,"Flat C, 42 Warbreck Hill Road, FY2 9SU, Blackpool, UK",53.8346125,-3.0501965
"Flat 2, New Sandygate Holiday Flats, 6 Withnell Road",FY4 1HF,E,2017-07-02,Flat,34.0,Blackpool,"Flat 2, New Sandygate Holiday Flats, 6 Withnell Road, FY4 1HF, Blackpool, UK",53.79479689999999,-3.0552828
"24, Clifford Road",FY1 2PU,E,2016-09-11,House,140.0,Blackpool,"24, Clifford Road, FY1 2PU, Blackpool, UK",53.8267658,-3.0501266
"20, Mythop Road",FY4 4UZ,E,2018-04-06,House,74.0,Blackpool,"20, Mythop Road, FY4 4UZ, Blackpool, UK",53.8028098,-2.9919566
"FLAT 5, 33a Clifton Street",FY1 1JD,F,2021-05-07,Flat,56.0,Blackpool,"FLAT 5, 33a Clifton Street, FY1 1JD, Blackpool, UK",53.81859979999999,-3.0526382
"21, Ripon Road",FY1 4DY,E,2015-11-06,House,105.0,Blackpool,"21, Ripon Road, FY1 4DY, Blackpool, UK",53.8136009,-3.0397508
"Flat 7, 52-54 Queen Street",FY1 2AY,E,2018-07-02,Flat,54.0,Blackpool,"Flat 7, 52-54 Queen Street, FY1 2AY, Blackpool, UK",53.82121720000001,-3.0509127
"Flat 3, 36 Clifford Road",FY1 2PU,E,2019-07-06,Flat,29.0,Blackpool,"Flat 3, 36 Clifford Road, FY1 2PU, Blackpool, UK",53.8269055,-3.049641400000001
"17, Cornwall Place",FY3 9NR,E,2020-06-03,House,150.0,Blackpool,"17, Cornwall Place, FY3 9NR, Blackpool, UK",53.8059191,-3.0103524
22 WASHINGTON COURT,FY2 0XJ,E,2021-05-08,Flat,47.0,Blackpool,"22 WASHINGTON COURT, FY2 0XJ, Blackpool, UK",53.8420966,-3.0285841
"5, Broughton Avenue",FY3 8EQ,E,2016-06-06,House,64.0,Blackpool,"5, Broughton Avenue, FY3 8EQ, Blackpool, UK",53.8268784,-3.0315322
11 Yew Tree Road,FY3 7TZ,F,2021-09-09,Flat,42.0,Blackpool,"11 Yew Tree Road, FY3 7TZ, Blackpool, UK",53.8357058,-3.013308700000001
"Flat 14 Duchess Court, Queens Promenade",FY2 9PR,E,2017-09-03,Flat,73.0,Blackpool,"Flat 14 Duchess Court, Queens Promenade, FY2 9PR, Blackpool, UK",53.81674229999999,-3.0370485
"Flat 2, 24, Bond Street",FY4 1BQ,E,2015-12-10,Flat,143.0,Blackpool,"Flat 2, 24, Bond Street, FY4 1BQ, Blackpool, UK",53.797992,-3.0538866
"162, Warbreck Hill Road",FY2 0TR,E,2016-10-02,House,89.0,Blackpool,"162, Warbreck Hill Road, FY2 0TR, Blackpool, UK",53.8366104,-3.0380311
"22, Furlong Crescent",FY3 7LP,E,2016-06-12,House,94.0,Blackpool,"22, Furlong Crescent, FY3 7LP, Blackpool, UK",53.8364302,-3.0153152
"107, Westmorland Avenue",FY1 5PF,E,2016-11-02,House,84.0,Blackpool,"107, Westmorland Avenue, FY1 5PF, Blackpool, UK",53.8098104,-3.0411401
22 Maurice Grove,FY2 0QH,E,2021-06-09,House,82.0,Blackpool,"22 Maurice Grove, FY2 0QH, Blackpool, UK",53.83839450000001,-3.029592
"Flat 2, 36 Burlington Road",FY4 1JR,E,2017-03-10,Flat,38.0,Blackpool,"Flat 2, 36 Burlington Road, FY4 1JR, Blackpool, UK",53.7883976,-3.0501338
45 WASHINGTON COURT,FY2 0XJ,E,2021-05-08,Flat,48.0,Blackpool,"45 WASHINGTON COURT, FY2 0XJ, Blackpool, UK",53.8423615,-3.0285535
103 DUNELT ROAD,FY1 6LU,E,2021-06-08,Bungalow,93.0,Blackpool,"103 DUNELT ROAD, FY1 6LU, Blackpool, UK",53.80013830000001,-3.0407876
"41, England Avenue",FY2 9JE,E,2016-11-02,Bungalow,117.0,Blackpool,"41, England Avenue, FY2 9JE, Blackpool, UK",53.85216089999999,-3.0475094
"FLAT 2, 21 CLIFFORD ROAD",FY1 2PU,E,2021-03-08,Flat,36.0,Blackpool,"FLAT 2, 21 CLIFFORD ROAD, FY1 2PU, Blackpool, UK",53.8264234,-3.0500305
105 SCORTON AVENUE,FY3 7HD,E,2021-07-07,Flat,48.0,Blackpool,"105 SCORTON AVENUE, FY3 7HD, Blackpool, UK",53.826451,-3.022689
"28, Mather Street",FY3 8RA,E,2016-07-03,House,106.0,Blackpool,"28, Mather Street, FY3 8RA, Blackpool, UK",53.82592349999999,-3.0350415
"23, Caxton Avenue",FY2 9AS,E,2018-04-04,House,103.0,Blackpool,"23, Caxton Avenue, FY2 9AS, Blackpool, UK",53.8544125,-3.0461131
26 Gynn Avenue,FY1 2LD,E,2016-11-10,House,274.0,Blackpool,"26 Gynn Avenue, FY1 2LD, Blackpool, UK",53.8319085,-3.0548107
"29, Carshalton Road",FY1 2NR,E,2016-03-02,House,179.0,Blackpool,"29, Carshalton Road, FY1 2NR, Blackpool, UK",53.8295357,-3.0510201
"21, Airedale Avenue",FY3 9LH,E,2017-05-04,House,86.0,Blackpool,"21, Airedale Avenue, FY3 9LH, Blackpool, UK",53.8075673,-3.0286873
"353, Park Road",FY1 6RA,E,2019-01-08,House,106.0,Blackpool,"353, Park Road, FY1 6RA, Blackpool, UK",53.8040609,-3.030336
"89, Torsway Avenue",FY3 8JZ,F,2016-12-07,House,62.0,Blackpool,"89, Torsway Avenue, FY3 8JZ, Blackpool, UK",53.8251413,-3.0248829
"42, Calder Road",FY2 9TU,E,2018-05-08,House,107.0,Blackpool,"42, Calder Road, FY2 9TU, Blackpool, UK",53.8379677,-3.0448753
Flat 5 Back Leamington Road,FY1 4BF,E,2021-06-09,Flat,67.0,Blackpool,"Flat 5 Back Leamington Road, FY1 4BF, Blackpool, UK",53.8178958,-3.0414607
"44, Catforth Avenue",FY4 4SF,F,2015-09-07,House,128.0,Blackpool,"44, Catforth Avenue, FY4 4SF, Blackpool, UK",53.80089049999999,-3.0066331
"5, Leckhampton Road",FY1 2NB,E,2015-11-11,House,81.0,Blackpool,"5, Leckhampton Road, FY1 2NB, Blackpool, UK",53.831407,-3.0518664
5 Washington Court,FY2 0XJ,E,2021-08-09,Flat,47.0,Blackpool,"5 Washington Court, FY2 0XJ, Blackpool, UK",53.8423615,-3.0285535
"19, Powell Avenue",FY4 3HQ,E,2017-05-09,House,82.0,Blackpool,"19, Powell Avenue, FY4 3HQ, Blackpool, UK",53.7953215,-3.0371094
"8, Convent Crescent",FY3 7QF,E,2016-04-04,House,114.0,Blackpool,"8, Convent Crescent, FY3 7QF, Blackpool, UK",53.8310956,-3.0179892
"5, Boome Street",FY4 2JX,E,2016-06-05,Flat,62.0,Blackpool,"5, Boome Street, FY4 2JX, Blackpool, UK",53.7858268,-3.0422273
3 SELBOURNE ROAD,FY1 3RY,E,2021-05-08,House,119.0,Blackpool,"3 SELBOURNE ROAD, FY1 3RY, Blackpool, UK",53.8233434,-3.0419277
"24, Cumberland Avenue",FY1 5QL,E,2016-11-01,House,152.0,Blackpool,"24, Cumberland Avenue, FY1 5QL, Blackpool, UK",53.8115412,-3.0367527
"114, Dickson Road",FY1 2HF,E,2019-01-10,Flat,56.0,Blackpool,"114, Dickson Road, FY1 2HF, Blackpool, UK",53.8282681,-3.0538176
"32, Marsden Road",FY4 3BZ,F,2020-06-03,House,94.0,Blackpool,"32, Marsden Road, FY4 3BZ, Blackpool, UK",53.7963086,-3.0396132
"FLAT 1, 62 PARK ROAD",FY1 4HT,E,2021-06-08,Flat,23.0,Blackpool,"FLAT 1, 62 PARK ROAD, FY1 4HT, Blackpool, UK",53.8161746,-3.0446206
27 DURHAM ROAD,FY1 3QB,E,2021-05-07,House,96.0,Blackpool,"27 DURHAM ROAD, FY1 3QB, Blackpool, UK",53.81956539999999,-3.0406168
"19, Glen Street",FY3 9EX,E,2019-02-04,House,105.0,Blackpool,"19, Glen Street, FY3 9EX, Blackpool, UK",53.813364,-3.0338452
"33, Abercorn Place",FY4 1RY,E,2016-03-10,House,148.0,Blackpool,"33, Abercorn Place, FY4 1RY, Blackpool, UK",53.7803428,-3.0537283
"209, Kingscote Drive",FY3 7EW,F,2016-08-11,House,124.0,Blackpool,"209, Kingscote Drive, FY3 7EW, Blackpool, UK",53.82817069999999,-3.0273129
6a Princess Street,FY1 5BZ,G,2015-12-03,Maisonette,53.0,Blackpool,"6a Princess Street, FY1 5BZ, Blackpool, UK",53.8090793,-3.0538809
"100, Holmfield Road",FY2 9RF,E,2015-09-06,House,112.0,Blackpool,"100, Holmfield Road, FY2 9RF, Blackpool, UK",53.83906520000001,-3.0524462
29 Banks Street,FY1 1RN,E,2016-06-10,House,275.0,Blackpool,"29 Banks Street, FY1 1RN, Blackpool, UK",53.8221785,-3.0530348
"177b, Church Street",FY1 3NX,E,2017-07-09,Flat,73.0,Blackpool,"177b, Church Street, FY1 3NX, Blackpool, UK",53.8178911,-3.046512
"47, Bangor Avenue",FY2 0HY,E,2017-06-02,House,115.0,Blackpool,"47, Bangor Avenue, FY2 0HY, Blackpool, UK",53.8512315,-3.0369915
"44a, Macauley Avenue",FY4 4AG,E,2015-10-12,House,111.0,Blackpool,"44a, Macauley Avenue, FY4 4AG, Blackpool, UK",53.7951595,-3.0264423
"Flat 3, 87 Park Road",FY1 4JF,G,2017-03-10,Flat,86.0,Blackpool,"Flat 3, 87 Park Road, FY1 4JF, Blackpool, UK",53.8142211,-3.0446369
"35a, Boscombe Road",FY4 1LW,E,2020-12-02,Flat,86.0,Blackpool,"35a, Boscombe Road, FY4 1LW, Blackpool, UK",53.7863582,-3.0508153
"19, Carshalton Road",FY1 2NR,E,2016-09-04,House,145.0,Blackpool,"19, Carshalton Road, FY1 2NR, Blackpool, UK",53.82955630000001,-3.0514269
"Apartment 1a, 14, Knowle Avenue",FY2 9RR,E,2018-03-10,Flat,33.0,Blackpool,"Apartment 1a, 14, Knowle Avenue, FY2 9RR, Blackpool, UK",53.8379712,-3.0525753
"Flat B, 45 Egerton Road",FY1 2NP,E,2020-04-06,Flat,76.0,Blackpool,"Flat B, 45 Egerton Road, FY1 2NP, Blackpool, UK",53.8271567,-3.0520847
"Flat B, 51 Station Road",FY4 1EU,E,2021-07-09,Flat,33.0,Blackpool,"Flat B, 51 Station Road, FY4 1EU, Blackpool, UK",53.79572229999999,-3.0522337
"78, Branstree Road",FY4 4UH,F,2016-03-02,House,90.0,Blackpool,"78, Branstree Road, FY4 4UH, Blackpool, UK",53.7982449,-2.9967244
589 LYTHAM ROAD,FY4 1RG,E,2021-12-07,House,249.0,Blackpool,"589 LYTHAM ROAD, FY4 1RG, Blackpool, UK",53.7803966,-3.0465818
"34, Kingsmede",FY4 3NW,E,2016-09-05,House,118.0,Blackpool,"34, Kingsmede, FY4 3NW, Blackpool, UK",53.7859734,-3.0282383
"Flat 5, 62 Station Road",FY4 1EU,G,2016-03-05,Flat,112.0,Blackpool,"Flat 5, 62 Station Road, FY4 1EU, Blackpool, UK",53.7961293,-3.0517056
"98, Layton Road",FY3 8ES,F,2020-12-02,House,79.0,Blackpool,"98, Layton Road, FY3 8ES, Blackpool, UK",53.82210079999999,-3.0321448
"Flat 7, 7 Albert Road",FY1 4TA,E,2019-06-08,Flat,38.0,Blackpool,"Flat 7, 7 Albert Road, FY1 4TA, Blackpool, UK",53.8146232,-3.0534483
"27 Norcliffe Road, Bispham",FY2 9AW,F,2021-09-08,House,91.0,Blackpool,"27 Norcliffe Road, Bispham, FY2 9AW, Blackpool, UK",53.856565,-3.0478881
"First Floor Flat, 384 Lytham Road",FY4 1DW,F,2015-12-10,Flat,127.0,Blackpool,"First Floor Flat, 384 Lytham Road, FY4 1DW, Blackpool, UK",53.7964587,-3.0496992
"31, Bolton Street",FY1 6AB,E,2019-08-07,Flat,26.0,Blackpool,"31, Bolton Street, FY1 6AB, Blackpool, UK",53.8000341,-3.0546814
"86, Edgeway Road",FY4 3NH,E,2018-09-03,House,71.0,Blackpool,"86, Edgeway Road, FY4 3NH, Blackpool, UK",53.7858089,-3.0272727
36 Buchanan Street,FY1 3LR,E,2021-01-09,Flat,70.0,Blackpool,"36 Buchanan Street, FY1 3LR, Blackpool, UK",53.8195822,-3.044272
4 Washington Court,FY2 0XJ,E,2021-09-09,Flat,47.0,Blackpool,"4 Washington Court, FY2 0XJ, Blackpool, UK",53.8423615,-3.0285535
"Flat 7, 17 Holmfield Road",FY2 9SL,E,2017-01-11,Flat,29.0,Blackpool,"Flat 7, 17 Holmfield Road, FY2 9SL, Blackpool, UK",53.8343163,-3.0522386
"Flat 3, 19 Withnell Road",FY4 1HF,E,2015-10-06,Flat,19.0,Blackpool,"Flat 3, 19 Withnell Road, FY4 1HF, Blackpool, UK",53.794579,-3.0545001
15 Washington Court,FY2 0XJ,F,2021-09-09,Flat,48.0,Blackpool,"15 Washington Court, FY2 0XJ, Blackpool, UK",53.8423615,-3.0285535
"56, Leys Road",FY2 0SH,E,2016-11-01,House,91.0,Blackpool,"56, Leys Road, FY2 0SH, Blackpool, UK",53.8367243,-3.0376556
"16, Wensleydale Avenue",FY3 7RS,E,2016-09-08,House,117.0,Blackpool,"16, Wensleydale Avenue, FY3 7RS, Blackpool, UK",53.8276204,-3.0146324
16 Washington Court,FY2 0XJ,E,2021-09-09,Flat,48.0,Blackpool,"16 Washington Court, FY2 0XJ, Blackpool, UK",53.8423615,-3.0285535
"39, Stainforth Avenue",FY2 0ER,E,2015-11-05,House,65.0,Blackpool,"39, Stainforth Avenue, FY2 0ER, Blackpool, UK",53.8534698,-3.031628
"78, Grenfell Avenue",FY3 7BS,E,2016-08-01,House,101.0,Blackpool,"78, Grenfell Avenue, FY3 7BS, Blackpool, UK",53.82732,-3.0280839
"32, Canada Crescent",FY2 0NY,E,2016-06-07,House,126.0,Blackpool,"32, Canada Crescent, FY2 0NY, Blackpool, UK",53.8450003,-3.0309748
"129, Westmorland Avenue",FY1 5PF,E,2016-02-07,House,72.0,Blackpool,"129, Westmorland Avenue, FY1 5PF, Blackpool, UK",53.8101519,-3.0405952
"26 Kipling Court, Kipling Drive",FY3 9XA,E,2019-05-03,Flat,48.0,Blackpool,"26 Kipling Court, Kipling Drive, FY3 9XA, Blackpool, UK",53.8054455,-3.0055718
"164, Red Bank Road",FY2 9ET,E,2016-08-01,House,115.0,Blackpool,"164, Red Bank Road, FY2 9ET, Blackpool, UK",53.8512864,-3.0434953
"1, Stadium Avenue",FY4 3QA,E,2016-10-06,House,78.0,Blackpool,"1, Stadium Avenue, FY4 3QA, Blackpool, UK",53.7841118,-3.035215
"28, High Street",FY1 2BN,E,2016-02-02,House,154.0,Blackpool,"28, High Street, FY1 2BN, Blackpool, UK",53.8222128,-3.050505
"56, Fir Grove",FY1 6PL,E,2016-09-11,House,66.0,Blackpool,"56, Fir Grove, FY1 6PL, Blackpool, UK",53.8034831,-3.0335338
"170, Cunliffe Road",FY1 6SB,E,2020-08-07,House,84.0,Blackpool,"170, Cunliffe Road, FY1 6SB, Blackpool, UK",53.8067304,-3.0344231
"Ground Floor Flat, 2 Beech Avenue",FY3 9BD,E,2015-09-03,Flat,74.0,Blackpool,"Ground Floor Flat, 2 Beech Avenue, FY3 9BD, Blackpool, UK",53.8188632,-3.0329831
"6, Newton Drive",FY3 8BS,E,2015-12-02,House,94.0,Blackpool,"6, Newton Drive, FY3 8BS, Blackpool, UK",53.8190451,-3.0375609
"35a, Grasmere Road",FY1 5HR,E,2019-08-05,Flat,46.0,Blackpool,"35a, Grasmere Road, FY1 5HR, Blackpool, UK",53.808068,-3.043761
"31, Lightbown Avenue",FY3 9JN,E,2016-06-12,House,74.0,Blackpool,"31, Lightbown Avenue, FY3 9JN, Blackpool, UK",53.8080407,-3.0295059
"45, Sunningdale Avenue",FY4 4HU,E,2016-07-12,House,87.0,Blackpool,"45, Sunningdale Avenue, FY4 4HU, Blackpool, UK",53.8028383,-3.0152472
"29, Egerton Road",FY1 2NP,E,2016-11-08,House,122.0,Blackpool,"29, Egerton Road, FY1 2NP, Blackpool, UK",53.82753959999999,-3.0522558
"98a, Red Bank Road",FY2 9DZ,E,2019-09-05,Flat,58.0,Blackpool,"98a, Red Bank Road, FY2 9DZ, Blackpool, UK",53.8506486,-3.0468345
18 Rathlyn Avenue,FY3 8ED,E,2021-10-08,House,82.0,Blackpool,"18 Rathlyn Avenue, FY3 8ED, Blackpool, UK",53.8255309,-3.0316356
"2, Edwell Avenue",FY4 3BX,E,2019-09-07,House,82.0,Blackpool,"2, Edwell Avenue, FY4 3BX, Blackpool, UK",53.7961743,-3.0385207
"Ground Floor Flat, 31 Caunce Street",FY1 3ND,E,2016-09-09,Flat,47.0,Blackpool,"Ground Floor Flat, 31 Caunce Street, FY1 3ND, Blackpool, UK",53.8198041,-3.0438534
"156, Midgeland Road",FY4 5HH,F,2020-01-07,House,65.0,Blackpool,"156, Midgeland Road, FY4 5HH, Blackpool, UK",53.7873137,-3.0138214
"10, Sowerby Avenue",FY4 3EH,E,2020-10-06,House,61.0,Blackpool,"10, Sowerby Avenue, FY4 3EH, Blackpool, UK",53.7935538,-3.0335016
"59, All Hallows Road",FY2 0AY,E,2018-06-08,House,138.0,Blackpool,"59, All Hallows Road, FY2 0AY, Blackpool, UK",53.85471459999999,-3.0385839
"16, Mythop Road",FY4 4UZ,E,2018-02-02,House,67.0,Blackpool,"16, Mythop Road, FY4 4UZ, Blackpool, UK",53.8027378,-2.99213
"339, Dickson Road",FY1 2JL,F,2016-12-05,House,241.0,Blackpool,"339, Dickson Road, FY1 2JL, Blackpool, UK",53.8321707,-3.0535674
"FLAT 1, 25 HILL STREET",FY4 1DF,F,2021-12-07,Flat,27.0,Blackpool,"FLAT 1, 25 HILL STREET, FY4 1DF, Blackpool, UK",53.7979255,-3.0514423
14 Washington Court,FY2 0XJ,E,2021-09-09,Flat,48.0,Blackpool,"14 Washington Court, FY2 0XJ, Blackpool, UK",53.8423615,-3.0285535
"21, Sunny Bank Avenue, Bispham",FY2 9EQ,F,2019-03-07,Bungalow,72.0,Blackpool,"21, Sunny Bank Avenue, Bispham, FY2 9EQ, Blackpool, UK",53.8500257,-3.0442867
"149, Bloomfield Road",FY1 6JN,E,2016-07-04,House,129.0,Blackpool,"149, Bloomfield Road, FY1 6JN, Blackpool, UK",53.80422189999999,-3.0406814
"Flat 4, 258 Hornby Road",FY1 4HY,E,2019-08-10,Flat,46.0,Blackpool,"Flat 4, 258 Hornby Road, FY1 4HY, Blackpool, UK",53.8166226,-3.0382009
"Flat 1, 31 Dickson Road",FY1 2AT,E,2020-11-03,Flat,43.0,Blackpool,"Flat 1, 31 Dickson Road, FY1 2AT, Blackpool, UK",53.8217921,-3.0521143
111 Ingleway Avenue,FY3 8LH,F,2021-12-08,House,67.0,Blackpool,"111 Ingleway Avenue, FY3 8LH, Blackpool, UK",53.8227159,-3.0226371
"26, Exchange Street",FY1 2DU,E,2018-01-09,House,89.0,Blackpool,"26, Exchange Street, FY1 2DU, Blackpool, UK",53.8237846,-3.0505925
"32 Sunny Bank Avenue, Bispham",FY2 9EQ,E,2021-07-09,House,118.0,Blackpool,"32 Sunny Bank Avenue, Bispham, FY2 9EQ, Blackpool, UK",53.8499293,-3.0451597
"184, Reads Avenue",FY1 4JD,E,2020-06-04,Maisonette,61.0,Blackpool,"184, Reads Avenue, FY1 4JD, Blackpool, UK",53.8155107,-3.0378339
"107, Knowle Avenue",FY2 9UU,E,2016-08-08,House,139.0,Blackpool,"107, Knowle Avenue, FY2 9UU, Blackpool, UK",53.8374141,-3.0423572
"Flat 2, 13 Chapel Street",FY1 5AW,F,2015-09-03,Flat,76.0,Blackpool,"Flat 2, 13 Chapel Street, FY1 5AW, Blackpool, UK",53.8111917,-3.0538155
"35, Salmesbury Avenue",FY2 0PR,E,2019-03-12,House,88.0,Blackpool,"35, Salmesbury Avenue, FY2 0PR, Blackpool, UK",53.8417316,-3.0288049
"Flat 3, 9-11 Crystal Road",FY1 6BS,E,2019-07-05,Flat,33.0,Blackpool,"Flat 3, 9-11 Crystal Road, FY1 6BS, Blackpool, UK",53.8020402,-3.0532095
"63, Bolton Street",FY1 6AA,E,2021-08-08,Flat,31.0,Blackpool,"63, Bolton Street, FY1 6AA, Blackpool, UK",53.79909019999999,-3.0544767
"18, Sandhurst Avenue",FY2 9AU,F,2016-11-01,Bungalow,101.0,Blackpool,"18, Sandhurst Avenue, FY2 9AU, Blackpool, UK",53.8528589,-3.0492611
"17, Kingston Avenue",FY4 2QB,E,2017-06-07,House,145.0,Blackpool,"17, Kingston Avenue, FY4 2QB, Blackpool, UK",53.7808582,-3.0436444
"FLAT 2, 2-4 ANSDELL ROAD, BLACKPOOL",FY1 5LX,E,2021-09-09,Flat,70.0,Blackpool,"FLAT 2, 2-4 ANSDELL ROAD, BLACKPOOL, FY1 5LX, Blackpool, UK",53.80584469999999,-3.0400475
"10, Elm Avenue",FY3 9BQ,E,2016-10-05,House,145.0,Blackpool,"10, Elm Avenue, FY3 9BQ, Blackpool, UK",53.8178675,-3.0339069
2 Washington Court,FY2 0XJ,E,2021-09-09,Flat,47.0,Blackpool,"2 Washington Court, FY2 0XJ, Blackpool, UK",53.8424899,-3.0286392
"85, Portree Road",FY2 0DG,E,2015-09-02,Flat,56.0,Blackpool,"85, Portree Road, FY2 0DG, Blackpool, UK",53.85537859999999,-3.0291084
"14, Harrison Street",FY1 4AP,E,2019-02-09,House,55.0,Blackpool,"14, Harrison Street, FY1 4AP, Blackpool, UK",53.8109565,-3.0446877
"36, Branstree Road",FY4 4UH,E,2016-04-04,House,113.0,Blackpool,"36, Branstree Road, FY4 4UH, Blackpool, UK",53.7981715,-2.9989705
"Top Floor Flat, 2 Oak Avenue",FY4 3EQ,E,2020-11-03,Flat,41.0,Blackpool,"Top Floor Flat, 2 Oak Avenue, FY4 3EQ, Blackpool, UK",53.7933726,-3.0364419
"25, Larbreck Avenue",FY3 8EF,F,2017-09-12,House,78.0,Blackpool,"25, Larbreck Avenue, FY3 8EF, Blackpool, UK",53.8258589,-3.0306407
"15, Louise Street",FY1 5EF,E,2016-06-04,House,112.0,Blackpool,"15, Louise Street, FY1 5EF, Blackpool, UK",53.8108146,-3.0487533
"Flat 2, 82, Park Road",FY1 4EP,F,2017-04-01,Flat,30.0,Blackpool,"Flat 2, 82, Park Road, FY1 4EP, Blackpool, UK",53.8138173,-3.0438305
"2, Drakelowe Avenue",FY4 3NA,E,2015-09-12,House,116.0,Blackpool,"2, Drakelowe Avenue, FY4 3NA, Blackpool, UK",53.7864009,-3.0242291
"Flat, 78 Caunce Street",FY1 3ND,F,2021-10-08,Flat,45.0,Blackpool,"Flat, 78 Caunce Street, FY1 3ND, Blackpool, UK",53.8200774,-3.0439522
"49, Shetland Road",FY1 6LW,E,2016-02-06,House,90.0,Blackpool,"49, Shetland Road, FY1 6LW, Blackpool, UK",53.8025704,-3.0420224
"Flat 2, 22 Egerton Road",FY1 2NW,E,2017-08-02,Flat,37.0,Blackpool,"Flat 2, 22 Egerton Road, FY1 2NW, Blackpool, UK",53.8286289,-3.0521707
"Flat 4, Adelaide Court, Adelaide Street",FY1 4LU,E,2020-09-07,Flat,57.0,Blackpool,"Flat 4, Adelaide Court, Adelaide Street, FY1 4LU, Blackpool, UK",53.81758379999999,-3.0468069
"Flat 3, 97 Park Road",FY1 4ET,E,2019-10-06,Flat,26.0,Blackpool,"Flat 3, 97 Park Road, FY1 4ET, Blackpool, UK",53.8131667,-3.0439555
"18, Hawthorn Road",FY1 2RE,E,2016-10-05,House,118.0,Blackpool,"18, Hawthorn Road, FY1 2RE, Blackpool, UK",53.8271412,-3.0465641
"27, Harcourt Road",FY4 3ET,E,2019-04-09,House,89.0,Blackpool,"27, Harcourt Road, FY4 3ET, Blackpool, UK",53.7957475,-3.0389621
"Flat F, 51 Station Road",FY4 1EU,E,2021-01-09,Flat,42.0,Blackpool,"Flat F, 51 Station Road, FY4 1EU, Blackpool, UK",53.79572229999999,-3.0522337
24 Washington Court,FY2 0XJ,E,2021-10-09,Flat,47.0,Blackpool,"24 Washington Court, FY2 0XJ, Blackpool, UK",53.8420966,-3.0285841
"Top Floor Flat, 34 The Crescent",FY4 1EQ,G,2017-06-03,Flat,68.0,Blackpool,"Top Floor Flat, 34 The Crescent, FY4 1EQ, Blackpool, UK",53.7901698,-3.0526767
"1, Lonsdale Road",FY1 6EE,E,2016-06-04,House,311.0,Blackpool,"1, Lonsdale Road, FY1 6EE, Blackpool, UK",53.80520019999999,-3.0519785
"23, Lynton Avenue",FY4 3HR,E,2020-03-03,House,69.0,Blackpool,"23, Lynton Avenue, FY4 3HR, Blackpool, UK",53.7951795,-3.039369
"103, Preston Old Road",FY3 9QG,E,2017-07-09,House,106.0,Blackpool,"103, Preston Old Road, FY3 9QG, Blackpool, UK",53.8063139,-3.0232654
"Flat 1, 43 Oxford Road",FY1 3QL,E,2018-05-12,Flat,44.0,Blackpool,"Flat 1, 43 Oxford Road, FY1 3QL, Blackpool, UK",53.81989859999999,-3.038943
"Flat 2, 25 Milbourne Street",FY1 3EU,E,2019-01-10,Flat,65.0,Blackpool,"Flat 2, 25 Milbourne Street, FY1 3EU, Blackpool, UK",53.8191833,-3.0467795
"166, Newhouse Road",FY4 4JN,F,2015-12-05,House,55.0,Blackpool,"166, Newhouse Road, FY4 4JN, Blackpool, UK",53.80204209999999,-3.0189508
"201, Hornby Road",FY1 4JA,E,2018-10-12,Flat,34.0,Blackpool,"201, Hornby Road, FY1 4JA, Blackpool, UK",53.816247,-3.0380893
"Flat 8, 8 Cocker Street",FY1 1SF,F,2015-09-03,Flat,23.0,Blackpool,"Flat 8, 8 Cocker Street, FY1 1SF, Blackpool, UK",53.8229115,-3.0538823
